,topic_id,member_id,vote
27911,20130515-300,Kenneth LEUNG,Absent
27912,20130515-300,Alice MAK,No
27913,20130515-300,Dr KWOK Ka-ki,Absent
27914,20130515-300,KWOK Wai-keung,No
27915,20130515-300,Dennis KWOK,Absent
27916,20130515-300,Christopher CHEUNG,No
27917,20130515-300,Dr Fernando CHEUNG,Absent
27918,20130515-300,SIN Chung-kai,Absent
27919,20130515-300,Dr Helena WONG,Absent
27920,20130515-300,IP Kin-yuen,Absent
27921,20130515-300,Dr Elizabeth QUAT,No
27922,20130515-300,Martin LIAO,No
27923,20130515-300,POON Siu-ping,No
27924,20130515-300,TANG Ka-piu,No
27925,20130515-300,Dr CHIANG Lai-wan,Absent
27926,20130515-300,Ir Dr LO Wai-kwok,No
27927,20130515-300,CHUNG Kwok-pan,No
27928,20130515-300,Christopher CHUNG,No
27929,20130515-300,Tony TSE,No
27930,20130515-301,TSANG Yok-sing,Present
27931,20130515-301,Albert HO,Present
27932,20130515-301,LEE Cheuk-yan,Absent
27933,20130515-301,James TO,Absent
27934,20130515-301,CHAN Kam-lam,No
27935,20130515-301,LEUNG Yiu-chung,Absent
27936,20130515-301,Dr LAU Wong-fat,No
27937,20130515-301,Emily LAU,Absent
27938,20130515-301,TAM Yiu-chung,No
27939,20130515-301,Abraham SHEK,Absent
27940,20130515-301,Tommy CHEUNG,No
27941,20130515-301,Frederick FUNG,Absent
27942,20130515-301,Vincent FANG,Absent
27943,20130515-301,WONG Kwok-hing,No
27944,20130515-301,Prof Joseph LEE,Absent
27945,20130515-301,Jeffrey LAM,No
27946,20130515-301,Andrew LEUNG,No
27947,20130515-301,WONG Ting-kwong,No
27948,20130515-301,Ronny TONG,Absent
27949,20130515-301,Cyd HO,Absent
27950,20130515-301,Starry LEE,No
27951,20130515-301,Dr LAM Tai-fai,Absent
27952,20130515-301,CHAN Hak-kan,No
27953,20130515-301,CHAN Kin-por,No
27954,20130515-301,Dr Priscilla LEUNG,Absent
27955,20130515-301,Dr LEUNG Ka-lau,Absent
27956,20130515-301,CHEUNG Kwok-che,Absent
27957,20130515-301,WONG Kwok-kin,No
27958,20130515-301,IP Kwok-him,No
27959,20130515-301,Mrs Regina IP,No
27960,20130515-301,Paul TSE,No
27961,20130515-301,Alan LEONG,Absent
27962,20130515-301,LEUNG Kwok-hung,Yes
27963,20130515-301,Albert CHAN,Absent
27964,20130515-301,WONG Yuk-man,Absent
27965,20130515-301,Claudia MO,Absent
27966,20130515-301,Michael TIEN,Absent
27967,20130515-301,James TIEN,No
27968,20130515-301,NG Leung-sing,No
27969,20130515-301,Steven HO,No
27970,20130515-301,Frankie YICK,No
27971,20130515-301,WU Chi-wai,Absent
27972,20130515-301,YIU Si-wing,No
27973,20130515-301,Gary FAN,Absent
27974,20130515-301,MA Fung-kwok,No
27975,20130515-301,Charles Peter MOK,Absent
27976,20130515-301,CHAN Chi-chuen,Absent
27977,20130515-301,CHAN Han-pan,Absent
27978,20130515-301,Dr Kenneth CHAN,Absent
27979,20130515-301,CHAN Yuen-han,No
27980,20130515-301,LEUNG Che-cheung,No
27981,20130515-301,Kenneth LEUNG,Absent
27982,20130515-301,Alice MAK,No
27983,20130515-301,Dr KWOK Ka-ki,Absent
27984,20130515-301,KWOK Wai-keung,No
27985,20130515-301,Dennis KWOK,Absent
27986,20130515-301,Christopher CHEUNG,No
27987,20130515-301,Dr Fernando CHEUNG,Absent
27988,20130515-301,SIN Chung-kai,Absent
27989,20130515-301,Dr Helena WONG,Absent
27990,20130515-301,IP Kin-yuen,Absent
27991,20130515-301,Dr Elizabeth QUAT,No
27992,20130515-301,Martin LIAO,No
27993,20130515-301,POON Siu-ping,No
27994,20130515-301,TANG Ka-piu,No
27995,20130515-301,Dr CHIANG Lai-wan,Absent
27996,20130515-301,Ir Dr LO Wai-kwok,No
27997,20130515-301,CHUNG Kwok-pan,No
27998,20130515-301,Christopher CHUNG,No
27999,20130515-301,Tony TSE,No
28000,20130515-302,TSANG Yok-sing,Present
28001,20130515-302,Albert HO,Present
28002,20130515-302,LEE Cheuk-yan,Absent
28003,20130515-302,James TO,Absent
28004,20130515-302,CHAN Kam-lam,No
28005,20130515-302,LEUNG Yiu-chung,Absent
28006,20130515-302,Dr LAU Wong-fat,No
28007,20130515-302,Emily LAU,Absent
28008,20130515-302,TAM Yiu-chung,No
28009,20130515-302,Abraham SHEK,Absent
28010,20130515-302,Tommy CHEUNG,No
28011,20130515-302,Frederick FUNG,Absent
28012,20130515-302,Vincent FANG,Absent
28013,20130515-302,WONG Kwok-hing,No
28014,20130515-302,Prof Joseph LEE,Absent
28015,20130515-302,Jeffrey LAM,No
28016,20130515-302,Andrew LEUNG,No
28017,20130515-302,WONG Ting-kwong,No
28018,20130515-302,Ronny TONG,Absent
28019,20130515-302,Cyd HO,Absent
28020,20130515-302,Starry LEE,No
28021,20130515-302,Dr LAM Tai-fai,Absent
28022,20130515-302,CHAN Hak-kan,No
28023,20130515-302,CHAN Kin-por,No
28024,20130515-302,Dr Priscilla LEUNG,Absent
28025,20130515-302,Dr LEUNG Ka-lau,Absent
28026,20130515-302,CHEUNG Kwok-che,Absent
28027,20130515-302,WONG Kwok-kin,No
28028,20130515-302,IP Kwok-him,No
28029,20130515-302,Mrs Regina IP,Absent
28030,20130515-302,Paul TSE,No
28031,20130515-302,Alan LEONG,Absent
28032,20130515-302,LEUNG Kwok-hung,Yes
28033,20130515-302,Albert CHAN,Absent
28034,20130515-302,WONG Yuk-man,Absent
28035,20130515-302,Claudia MO,Absent
28036,20130515-302,Michael TIEN,Absent
28037,20130515-302,James TIEN,Absent
28038,20130515-302,NG Leung-sing,No
28039,20130515-302,Steven HO,No
28040,20130515-302,Frankie YICK,No
28041,20130515-302,WU Chi-wai,Absent
28042,20130515-302,YIU Si-wing,No
28043,20130515-302,Gary FAN,Absent
28044,20130515-302,MA Fung-kwok,No
28045,20130515-302,Charles Peter MOK,Absent
28046,20130515-302,CHAN Chi-chuen,Absent
28047,20130515-302,CHAN Han-pan,Absent
28048,20130515-302,Dr Kenneth CHAN,Absent
28049,20130515-302,CHAN Yuen-han,No
28050,20130515-302,LEUNG Che-cheung,No
28051,20130515-302,Kenneth LEUNG,Absent
28052,20130515-302,Alice MAK,No
28053,20130515-302,Dr KWOK Ka-ki,Absent
28054,20130515-302,KWOK Wai-keung,No
28055,20130515-302,Dennis KWOK,Absent
28056,20130515-302,Christopher CHEUNG,No
28057,20130515-302,Dr Fernando CHEUNG,Absent
28058,20130515-302,SIN Chung-kai,Absent
28059,20130515-302,Dr Helena WONG,Absent
28060,20130515-302,IP Kin-yuen,Absent
28061,20130515-302,Dr Elizabeth QUAT,No
28062,20130515-302,Martin LIAO,No
28063,20130515-302,POON Siu-ping,No
28064,20130515-302,TANG Ka-piu,No
28065,20130515-302,Dr CHIANG Lai-wan,Absent
28066,20130515-302,Ir Dr LO Wai-kwok,No
28067,20130515-302,CHUNG Kwok-pan,No
28068,20130515-302,Christopher CHUNG,No
28069,20130515-302,Tony TSE,No
28070,20130515-303,TSANG Yok-sing,Present
28071,20130515-303,Albert HO,Present
28072,20130515-303,LEE Cheuk-yan,Absent
28073,20130515-303,James TO,Absent
28074,20130515-303,CHAN Kam-lam,No
28075,20130515-303,LEUNG Yiu-chung,Absent
28076,20130515-303,Dr LAU Wong-fat,No
28077,20130515-303,Emily LAU,Absent
28078,20130515-303,TAM Yiu-chung,No
28079,20130515-303,Abraham SHEK,No
28080,20130515-303,Tommy CHEUNG,No
28081,20130515-303,Frederick FUNG,Absent
28082,20130515-303,Vincent FANG,Absent
28083,20130515-303,WONG Kwok-hing,No
28084,20130515-303,Prof Joseph LEE,Absent
28085,20130515-303,Jeffrey LAM,No
28086,20130515-303,Andrew LEUNG,No
28087,20130515-303,WONG Ting-kwong,No
28088,20130515-303,Ronny TONG,Absent
28089,20130515-303,Cyd HO,Absent
28090,20130515-303,Starry LEE,No
28091,20130515-303,Dr LAM Tai-fai,Absent
28092,20130515-303,CHAN Hak-kan,No
28093,20130515-303,CHAN Kin-por,No
28094,20130515-303,Dr Priscilla LEUNG,Absent
28095,20130515-303,Dr LEUNG Ka-lau,Absent
28096,20130515-303,CHEUNG Kwok-che,Absent
28097,20130515-303,WONG Kwok-kin,No
28098,20130515-303,IP Kwok-him,No
28099,20130515-303,Mrs Regina IP,Absent
28100,20130515-303,Paul TSE,No
28101,20130515-303,Alan LEONG,Absent
28102,20130515-303,LEUNG Kwok-hung,Yes
28103,20130515-303,Albert CHAN,Yes
28104,20130515-303,WONG Yuk-man,Absent
28105,20130515-303,Claudia MO,Absent
28106,20130515-303,Michael TIEN,Absent
28107,20130515-303,James TIEN,No
28108,20130515-303,NG Leung-sing,No
28109,20130515-303,Steven HO,No
28110,20130515-303,Frankie YICK,No
28111,20130515-303,WU Chi-wai,Absent
28112,20130515-303,YIU Si-wing,No
28113,20130515-303,Gary FAN,Absent
28114,20130515-303,MA Fung-kwok,No
28115,20130515-303,Charles Peter MOK,Absent
28116,20130515-303,CHAN Chi-chuen,Absent
28117,20130515-303,CHAN Han-pan,Absent
28118,20130515-303,Dr Kenneth CHAN,Absent
28119,20130515-303,CHAN Yuen-han,Absent
28120,20130515-303,LEUNG Che-cheung,No
28121,20130515-303,Kenneth LEUNG,Absent
28122,20130515-303,Alice MAK,No
28123,20130515-303,Dr KWOK Ka-ki,Absent
28124,20130515-303,KWOK Wai-keung,No
28125,20130515-303,Dennis KWOK,Absent
28126,20130515-303,Christopher CHEUNG,No
28127,20130515-303,Dr Fernando CHEUNG,Absent
28128,20130515-303,SIN Chung-kai,Absent
28129,20130515-303,Dr Helena WONG,Absent
28130,20130515-303,IP Kin-yuen,Absent
28131,20130515-303,Dr Elizabeth QUAT,No
28132,20130515-303,Martin LIAO,No
28133,20130515-303,POON Siu-ping,No
28134,20130515-303,TANG Ka-piu,No
28135,20130515-303,Dr CHIANG Lai-wan,Absent
28136,20130515-303,Ir Dr LO Wai-kwok,No
28137,20130515-303,CHUNG Kwok-pan,No
28138,20130515-303,Christopher CHUNG,No
28139,20130515-303,Tony TSE,No
28140,20130515-304,TSANG Yok-sing,Present
28141,20130515-304,Albert HO,Present
28142,20130515-304,LEE Cheuk-yan,Absent
28143,20130515-304,James TO,Absent
28144,20130515-304,CHAN Kam-lam,No
28145,20130515-304,LEUNG Yiu-chung,Absent
28146,20130515-304,Dr LAU Wong-fat,No
28147,20130515-304,Emily LAU,Absent
28148,20130515-304,TAM Yiu-chung,No
28149,20130515-304,Abraham SHEK,No
28150,20130515-304,Tommy CHEUNG,No
28151,20130515-304,Frederick FUNG,Absent
28152,20130515-304,Vincent FANG,Absent
28153,20130515-304,WONG Kwok-hing,No
28154,20130515-304,Prof Joseph LEE,Absent
28155,20130515-304,Jeffrey LAM,No
28156,20130515-304,Andrew LEUNG,No
28157,20130515-304,WONG Ting-kwong,No
28158,20130515-304,Ronny TONG,Absent
28159,20130515-304,Cyd HO,Absent
28160,20130515-304,Starry LEE,No
28161,20130515-304,Dr LAM Tai-fai,Absent
28162,20130515-304,CHAN Hak-kan,No
28163,20130515-304,CHAN Kin-por,No
28164,20130515-304,Dr Priscilla LEUNG,Absent
28165,20130515-304,Dr LEUNG Ka-lau,Absent
28166,20130515-304,CHEUNG Kwok-che,Absent
28167,20130515-304,WONG Kwok-kin,No
28168,20130515-304,IP Kwok-him,No
28169,20130515-304,Mrs Regina IP,No
28170,20130515-304,Paul TSE,No
28171,20130515-304,Alan LEONG,Absent
28172,20130515-304,LEUNG Kwok-hung,Yes
28173,20130515-304,Albert CHAN,Yes
28174,20130515-304,WONG Yuk-man,Absent
28175,20130515-304,Claudia MO,Absent
28176,20130515-304,Michael TIEN,Absent
28177,20130515-304,James TIEN,No
28178,20130515-304,NG Leung-sing,No
28179,20130515-304,Steven HO,No
28180,20130515-304,Frankie YICK,No
28181,20130515-304,WU Chi-wai,Absent
28182,20130515-304,YIU Si-wing,No
28183,20130515-304,Gary FAN,Absent
28184,20130515-304,MA Fung-kwok,No
28185,20130515-304,Charles Peter MOK,Absent
28186,20130515-304,CHAN Chi-chuen,Absent
28187,20130515-304,CHAN Han-pan,Absent
28188,20130515-304,Dr Kenneth CHAN,Absent
28189,20130515-304,CHAN Yuen-han,No
28190,20130515-304,LEUNG Che-cheung,No
28191,20130515-304,Kenneth LEUNG,Absent
28192,20130515-304,Alice MAK,No
28193,20130515-304,Dr KWOK Ka-ki,Absent
28194,20130515-304,KWOK Wai-keung,No
28195,20130515-304,Dennis KWOK,Absent
28196,20130515-304,Christopher CHEUNG,No
28197,20130515-304,Dr Fernando CHEUNG,Absent
28198,20130515-304,SIN Chung-kai,Absent
28199,20130515-304,Dr Helena WONG,Absent
28200,20130515-304,IP Kin-yuen,Absent
28201,20130515-304,Dr Elizabeth QUAT,No
28202,20130515-304,Martin LIAO,No
28203,20130515-304,POON Siu-ping,No
28204,20130515-304,TANG Ka-piu,No
28205,20130515-304,Dr CHIANG Lai-wan,Absent
28206,20130515-304,Ir Dr LO Wai-kwok,No
28207,20130515-304,CHUNG Kwok-pan,No
28208,20130515-304,Christopher CHUNG,No
28209,20130515-304,Tony TSE,No
28210,20130515-305,TSANG Yok-sing,Present
28211,20130515-305,Albert HO,Absent
28212,20130515-305,LEE Cheuk-yan,Absent
28213,20130515-305,James TO,Absent
28214,20130515-305,CHAN Kam-lam,No
28215,20130515-305,LEUNG Yiu-chung,Absent
28216,20130515-305,Dr LAU Wong-fat,No
28217,20130515-305,Emily LAU,Absent
28218,20130515-305,TAM Yiu-chung,No
28219,20130515-305,Abraham SHEK,No
28220,20130515-305,Tommy CHEUNG,No
28221,20130515-305,Frederick FUNG,Absent
28222,20130515-305,Vincent FANG,Absent
28223,20130515-305,WONG Kwok-hing,No
28224,20130515-305,Prof Joseph LEE,Absent
28225,20130515-305,Jeffrey LAM,No
28226,20130515-305,Andrew LEUNG,No
28227,20130515-305,WONG Ting-kwong,No
28228,20130515-305,Ronny TONG,Absent
28229,20130515-305,Cyd HO,Absent
28230,20130515-305,Starry LEE,No
28231,20130515-305,Dr LAM Tai-fai,Absent
28232,20130515-305,CHAN Hak-kan,Absent
28233,20130515-305,CHAN Kin-por,No
28234,20130515-305,Dr Priscilla LEUNG,Absent
28235,20130515-305,Dr LEUNG Ka-lau,Absent
28236,20130515-305,CHEUNG Kwok-che,Absent
28237,20130515-305,WONG Kwok-kin,No
28238,20130515-305,IP Kwok-him,No
28239,20130515-305,Mrs Regina IP,No
28240,20130515-305,Paul TSE,No
28241,20130515-305,Alan LEONG,Absent
28242,20130515-305,LEUNG Kwok-hung,Yes
28243,20130515-305,Albert CHAN,Yes
28244,20130515-305,WONG Yuk-man,Absent
28245,20130515-305,Claudia MO,Absent
28246,20130515-305,Michael TIEN,Absent
28247,20130515-305,James TIEN,No
28248,20130515-305,NG Leung-sing,No
28249,20130515-305,Steven HO,No
28250,20130515-305,Frankie YICK,No
28251,20130515-305,WU Chi-wai,Absent
28252,20130515-305,YIU Si-wing,No
28253,20130515-305,Gary FAN,Absent
28254,20130515-305,MA Fung-kwok,No
28255,20130515-305,Charles Peter MOK,Absent
28256,20130515-305,CHAN Chi-chuen,Absent
28257,20130515-305,CHAN Han-pan,Absent
28258,20130515-305,Dr Kenneth CHAN,Absent
28259,20130515-305,CHAN Yuen-han,No
28260,20130515-305,LEUNG Che-cheung,No
28261,20130515-305,Kenneth LEUNG,Absent
28262,20130515-305,Alice MAK,No
28263,20130515-305,Dr KWOK Ka-ki,Absent
28264,20130515-305,KWOK Wai-keung,No
28265,20130515-305,Dennis KWOK,Absent
28266,20130515-305,Christopher CHEUNG,No
28267,20130515-305,Dr Fernando CHEUNG,Absent
28268,20130515-305,SIN Chung-kai,Absent
28269,20130515-305,Dr Helena WONG,Absent
28270,20130515-305,IP Kin-yuen,Absent
28271,20130515-305,Dr Elizabeth QUAT,No
28272,20130515-305,Martin LIAO,No
28273,20130515-305,POON Siu-ping,No
28274,20130515-305,TANG Ka-piu,No
28275,20130515-305,Dr CHIANG Lai-wan,Absent
28276,20130515-305,Ir Dr LO Wai-kwok,No
28277,20130515-305,CHUNG Kwok-pan,No
28278,20130515-305,Christopher CHUNG,No
28279,20130515-305,Tony TSE,No
28280,20130515-306,TSANG Yok-sing,Present
28281,20130515-306,Albert HO,Absent
28282,20130515-306,LEE Cheuk-yan,Absent
28283,20130515-306,James TO,Absent
28284,20130515-306,CHAN Kam-lam,No
28285,20130515-306,LEUNG Yiu-chung,Absent
28286,20130515-306,Dr LAU Wong-fat,No
28287,20130515-306,Emily LAU,Absent
28288,20130515-306,TAM Yiu-chung,No
28289,20130515-306,Abraham SHEK,No
28290,20130515-306,Tommy CHEUNG,No
28291,20130515-306,Frederick FUNG,Absent
28292,20130515-306,Vincent FANG,Absent
28293,20130515-306,WONG Kwok-hing,No
28294,20130515-306,Prof Joseph LEE,Absent
28295,20130515-306,Jeffrey LAM,No
28296,20130515-306,Andrew LEUNG,No
28297,20130515-306,WONG Ting-kwong,No
28298,20130515-306,Ronny TONG,Absent
28299,20130515-306,Cyd HO,Absent
28300,20130515-306,Starry LEE,No
28301,20130515-306,Dr LAM Tai-fai,Absent
28302,20130515-306,CHAN Hak-kan,Absent
28303,20130515-306,CHAN Kin-por,No
28304,20130515-306,Dr Priscilla LEUNG,Absent
28305,20130515-306,Dr LEUNG Ka-lau,Absent
28306,20130515-306,CHEUNG Kwok-che,Absent
28307,20130515-306,WONG Kwok-kin,No
28308,20130515-306,IP Kwok-him,No
28309,20130515-306,Mrs Regina IP,No
28310,20130515-306,Paul TSE,No
28311,20130515-306,Alan LEONG,Absent
28312,20130515-306,LEUNG Kwok-hung,Absent
28313,20130515-306,Albert CHAN,Yes
28314,20130515-306,WONG Yuk-man,Absent
28315,20130515-306,Claudia MO,Absent
28316,20130515-306,Michael TIEN,Absent
28317,20130515-306,James TIEN,No
28318,20130515-306,NG Leung-sing,No
28319,20130515-306,Steven HO,No
28320,20130515-306,Frankie YICK,No
28321,20130515-306,WU Chi-wai,Absent
28322,20130515-306,YIU Si-wing,No
28323,20130515-306,Gary FAN,Absent
28324,20130515-306,MA Fung-kwok,No
28325,20130515-306,Charles Peter MOK,Absent
28326,20130515-306,CHAN Chi-chuen,Absent
28327,20130515-306,CHAN Han-pan,Absent
28328,20130515-306,Dr Kenneth CHAN,Absent
28329,20130515-306,CHAN Yuen-han,No
28330,20130515-306,LEUNG Che-cheung,No
28331,20130515-306,Kenneth LEUNG,Absent
28332,20130515-306,Alice MAK,No
28333,20130515-306,Dr KWOK Ka-ki,Absent
28334,20130515-306,KWOK Wai-keung,No
28335,20130515-306,Dennis KWOK,Absent
28336,20130515-306,Christopher CHEUNG,No
28337,20130515-306,Dr Fernando CHEUNG,Absent
28338,20130515-306,SIN Chung-kai,Absent
28339,20130515-306,Dr Helena WONG,Absent
28340,20130515-306,IP Kin-yuen,Absent
28341,20130515-306,Dr Elizabeth QUAT,No
28342,20130515-306,Martin LIAO,No
28343,20130515-306,POON Siu-ping,No
28344,20130515-306,TANG Ka-piu,No
28345,20130515-306,Dr CHIANG Lai-wan,No
28346,20130515-306,Ir Dr LO Wai-kwok,No
28347,20130515-306,CHUNG Kwok-pan,No
28348,20130515-306,Christopher CHUNG,Absent
28349,20130515-306,Tony TSE,No
28350,20130515-307,TSANG Yok-sing,Present
28351,20130515-307,Albert HO,Absent
28352,20130515-307,LEE Cheuk-yan,Absent
28353,20130515-307,James TO,Absent
28354,20130515-307,CHAN Kam-lam,No
28355,20130515-307,LEUNG Yiu-chung,Absent
28356,20130515-307,Dr LAU Wong-fat,No
28357,20130515-307,Emily LAU,Absent
28358,20130515-307,TAM Yiu-chung,No
28359,20130515-307,Abraham SHEK,No
28360,20130515-307,Tommy CHEUNG,No
28361,20130515-307,Frederick FUNG,Absent
28362,20130515-307,Vincent FANG,Absent
28363,20130515-307,WONG Kwok-hing,No
28364,20130515-307,Prof Joseph LEE,Absent
28365,20130515-307,Jeffrey LAM,No
28366,20130515-307,Andrew LEUNG,No
28367,20130515-307,WONG Ting-kwong,No
28368,20130515-307,Ronny TONG,Absent
28369,20130515-307,Cyd HO,Absent
28370,20130515-307,Starry LEE,No
28371,20130515-307,Dr LAM Tai-fai,Absent
28372,20130515-307,CHAN Hak-kan,Absent
28373,20130515-307,CHAN Kin-por,No
28374,20130515-307,Dr Priscilla LEUNG,Absent
28375,20130515-307,Dr LEUNG Ka-lau,Absent
28376,20130515-307,CHEUNG Kwok-che,Absent
28377,20130515-307,WONG Kwok-kin,No
28378,20130515-307,IP Kwok-him,No
28379,20130515-307,Mrs Regina IP,No
28380,20130515-307,Paul TSE,No
28381,20130515-307,Alan LEONG,Absent
28382,20130515-307,LEUNG Kwok-hung,Absent
28383,20130515-307,Albert CHAN,Yes
28384,20130515-307,WONG Yuk-man,Absent
28385,20130515-307,Claudia MO,Absent
28386,20130515-307,Michael TIEN,Absent
28387,20130515-307,James TIEN,No
28388,20130515-307,NG Leung-sing,No
28389,20130515-307,Steven HO,No
28390,20130515-307,Frankie YICK,No
28391,20130515-307,WU Chi-wai,Absent
28392,20130515-307,YIU Si-wing,No
28393,20130515-307,Gary FAN,Absent
28394,20130515-307,MA Fung-kwok,No
28395,20130515-307,Charles Peter MOK,Absent
28396,20130515-307,CHAN Chi-chuen,Absent
28397,20130515-307,CHAN Han-pan,Absent
28398,20130515-307,Dr Kenneth CHAN,Absent
28399,20130515-307,CHAN Yuen-han,No
28400,20130515-307,LEUNG Che-cheung,No
28401,20130515-307,Kenneth LEUNG,Absent
28402,20130515-307,Alice MAK,No
28403,20130515-307,Dr KWOK Ka-ki,Absent
28404,20130515-307,KWOK Wai-keung,No
28405,20130515-307,Dennis KWOK,Absent
28406,20130515-307,Christopher CHEUNG,No
28407,20130515-307,Dr Fernando CHEUNG,Absent
28408,20130515-307,SIN Chung-kai,Absent
28409,20130515-307,Dr Helena WONG,Absent
28410,20130515-307,IP Kin-yuen,Absent
28411,20130515-307,Dr Elizabeth QUAT,No
28412,20130515-307,Martin LIAO,No
28413,20130515-307,POON Siu-ping,No
28414,20130515-307,TANG Ka-piu,No
28415,20130515-307,Dr CHIANG Lai-wan,No
28416,20130515-307,Ir Dr LO Wai-kwok,No
28417,20130515-307,CHUNG Kwok-pan,No
28418,20130515-307,Christopher CHUNG,Absent
28419,20130515-307,Tony TSE,No
28420,20130515-308,TSANG Yok-sing,Present
28421,20130515-308,Albert HO,Absent
28422,20130515-308,LEE Cheuk-yan,Absent
28423,20130515-308,James TO,Absent
28424,20130515-308,CHAN Kam-lam,No
28425,20130515-308,LEUNG Yiu-chung,Absent
28426,20130515-308,Dr LAU Wong-fat,No
28427,20130515-308,Emily LAU,Absent
28428,20130515-308,TAM Yiu-chung,No
28429,20130515-308,Abraham SHEK,No
28430,20130515-308,Tommy CHEUNG,No
28431,20130515-308,Frederick FUNG,Absent
28432,20130515-308,Vincent FANG,Absent
28433,20130515-308,WONG Kwok-hing,No
28434,20130515-308,Prof Joseph LEE,Absent
28435,20130515-308,Jeffrey LAM,No
28436,20130515-308,Andrew LEUNG,No
28437,20130515-308,WONG Ting-kwong,No
28438,20130515-308,Ronny TONG,Absent
28439,20130515-308,Cyd HO,Absent
28440,20130515-308,Starry LEE,No
28441,20130515-308,Dr LAM Tai-fai,Absent
28442,20130515-308,CHAN Hak-kan,Absent
28443,20130515-308,CHAN Kin-por,No
28444,20130515-308,Dr Priscilla LEUNG,Absent
28445,20130515-308,Dr LEUNG Ka-lau,Absent
28446,20130515-308,CHEUNG Kwok-che,Absent
28447,20130515-308,WONG Kwok-kin,No
28448,20130515-308,IP Kwok-him,No
28449,20130515-308,Mrs Regina IP,No
28450,20130515-308,Paul TSE,No
28451,20130515-308,Alan LEONG,Absent
28452,20130515-308,LEUNG Kwok-hung,Absent
28453,20130515-308,Albert CHAN,Yes
28454,20130515-308,WONG Yuk-man,Absent
28455,20130515-308,Claudia MO,Absent
28456,20130515-308,Michael TIEN,Absent
28457,20130515-308,James TIEN,Absent
28458,20130515-308,NG Leung-sing,No
28459,20130515-308,Steven HO,No
28460,20130515-308,Frankie YICK,No
28461,20130515-308,WU Chi-wai,Absent
28462,20130515-308,YIU Si-wing,No
28463,20130515-308,Gary FAN,Absent
28464,20130515-308,MA Fung-kwok,No
28465,20130515-308,Charles Peter MOK,Absent
28466,20130515-308,CHAN Chi-chuen,Absent
28467,20130515-308,CHAN Han-pan,Absent
28468,20130515-308,Dr Kenneth CHAN,Absent
28469,20130515-308,CHAN Yuen-han,No
28470,20130515-308,LEUNG Che-cheung,No
28471,20130515-308,Kenneth LEUNG,Absent
28472,20130515-308,Alice MAK,No
28473,20130515-308,Dr KWOK Ka-ki,Absent
28474,20130515-308,KWOK Wai-keung,No
28475,20130515-308,Dennis KWOK,Absent
28476,20130515-308,Christopher CHEUNG,No
28477,20130515-308,Dr Fernando CHEUNG,Absent
28478,20130515-308,SIN Chung-kai,Absent
28479,20130515-308,Dr Helena WONG,Absent
28480,20130515-308,IP Kin-yuen,Absent
28481,20130515-308,Dr Elizabeth QUAT,No
28482,20130515-308,Martin LIAO,No
28483,20130515-308,POON Siu-ping,No
28484,20130515-308,TANG Ka-piu,No
28485,20130515-308,Dr CHIANG Lai-wan,No
28486,20130515-308,Ir Dr LO Wai-kwok,No
28487,20130515-308,CHUNG Kwok-pan,No
28488,20130515-308,Christopher CHUNG,Absent
28489,20130515-308,Tony TSE,No
28490,20130515-309,TSANG Yok-sing,Present
28491,20130515-309,Albert HO,Absent
28492,20130515-309,LEE Cheuk-yan,Absent
28493,20130515-309,James TO,Absent
28494,20130515-309,CHAN Kam-lam,No
28495,20130515-309,LEUNG Yiu-chung,Absent
28496,20130515-309,Dr LAU Wong-fat,No
28497,20130515-309,Emily LAU,Absent
28498,20130515-309,TAM Yiu-chung,No
28499,20130515-309,Abraham SHEK,No
28500,20130515-309,Tommy CHEUNG,No
28501,20130515-309,Frederick FUNG,Absent
28502,20130515-309,Vincent FANG,Absent
28503,20130515-309,WONG Kwok-hing,No
28504,20130515-309,Prof Joseph LEE,Absent
28505,20130515-309,Jeffrey LAM,No
28506,20130515-309,Andrew LEUNG,No
28507,20130515-309,WONG Ting-kwong,No
28508,20130515-309,Ronny TONG,Absent
28509,20130515-309,Cyd HO,Absent
28510,20130515-309,Starry LEE,No
28511,20130515-309,Dr LAM Tai-fai,Absent
28512,20130515-309,CHAN Hak-kan,Absent
28513,20130515-309,CHAN Kin-por,No
28514,20130515-309,Dr Priscilla LEUNG,Absent
28515,20130515-309,Dr LEUNG Ka-lau,Absent
28516,20130515-309,CHEUNG Kwok-che,Absent
28517,20130515-309,WONG Kwok-kin,No
28518,20130515-309,IP Kwok-him,No
28519,20130515-309,Mrs Regina IP,No
28520,20130515-309,Paul TSE,No
28521,20130515-309,Alan LEONG,Absent
28522,20130515-309,LEUNG Kwok-hung,Yes
28523,20130515-309,Albert CHAN,Yes
28524,20130515-309,WONG Yuk-man,Absent
28525,20130515-309,Claudia MO,Absent
28526,20130515-309,Michael TIEN,Absent
28527,20130515-309,James TIEN,Absent
28528,20130515-309,NG Leung-sing,No
28529,20130515-309,Steven HO,No
28530,20130515-309,Frankie YICK,No
28531,20130515-309,WU Chi-wai,Absent
28532,20130515-309,YIU Si-wing,No
28533,20130515-309,Gary FAN,Absent
28534,20130515-309,MA Fung-kwok,No
28535,20130515-309,Charles Peter MOK,Absent
28536,20130515-309,CHAN Chi-chuen,Absent
28537,20130515-309,CHAN Han-pan,Absent
28538,20130515-309,Dr Kenneth CHAN,Absent
28539,20130515-309,CHAN Yuen-han,No
28540,20130515-309,LEUNG Che-cheung,No
28541,20130515-309,Kenneth LEUNG,Absent
28542,20130515-309,Alice MAK,No
